UserID,Age,Gender,Device,OS,Source,IsNewUser
1175,29,Female,iPhone 14,iOS,Referral,0
1176,37,Male,Huawei P50,Android,Organic,0
1177,22,Female,Google Pixel 7,Android,Paid Ads,0
1178,54,Female,Xiaomi Note 11,Android,Paid Ads,0
1179,55,Female,Samsung S23,Android,Referral,1
1180,47,Female,Samsung S21,Android,Organic,1
1181,26,Male,Samsung S23,Android,nan,1
1182,51,Female,Xiaomi Note 11,Android,Organic,1
1183,52,Male,Google Pixel 7,Android,Organic,1
1184,39,Male,iPhone 12,iOS,Referral,0
1185,41,Female,Google Pixel 7,Android,Referral,0
1186,34,Male,Google Pixel 7,Android,Paid Ads,1
1187,27,nan,Xiaomi Note 11,Android,Referral,1
1188,47,Female,Samsung S21,Android,Organic,0
1189,40,Female,Samsung S23,Android,Organic,1
1190,49,Male,Samsung S23,Android,nan,0
1191,34,Female,Samsung S23,Android,Paid Ads,1
1192,34,Male,Samsung S23,Android,Referral,1
1193,31,Female,iPhone 14,iOS,Referral,0
1194,26,Male,iPhone 14,iOS,Paid Ads,0
1195,57,Female,iPhone 12,iOS,Paid Ads,0
1196,19,Male,Samsung S21,Android,Organic,1
1197,42,Male,Samsung S21,Android,Organic,1
1198,56,Female,Samsung S21,Android,Paid Ads,0
1199,26,Male,Samsung S21,Android,Referral,1
1200,39,Female,Google Pixel 7,Android,Paid Ads,0
1201,21,Male,Huawei P50,Android,Organic,1
1202,43,Male,Samsung S21,Android,Organic,0
1203,46,Female,Samsung S21,Android,Organic,1
1204,51,Male,Huawei P50,Android,Paid Ads,0
1205,40,Male,Xiaomi Note 11,Android,Paid Ads,1
1206,54,Female,Samsung S21,Android,Organic,1
1207,28,Male,Google Pixel 7,Android,Paid Ads,0
1208,23,Male,Samsung S21,Android,Organic,0
1209,35,Male,Xiaomi Note 11,Android,Referral,0
1210,38,Male,nan,Android,Organic,0
1211,59,Female,Samsung S21,Android,Paid Ads,1
1212,53,Male,Huawei P50,Android,Organic,0
1213,58,Female,Samsung S21,Android,Organic,0
1214,55,Male,Samsung S23,Android,Organic,1
1215,51,Male,Samsung S23,Android,nan,1
1216,34,Male,Google Pixel 7,Android,Organic,0
1217,54,Female,iPhone 12,iOS,Organic,0
1218,42,nan,Xiaomi Note 11,Android,Organic,1
1219,55,Female,Google Pixel 7,Android,Referral,1
1220,29,nan,Samsung S23,Android,Organic,0
1221,40,Male,iPhone 14,iOS,Organic,0
1222,59,Male,Samsung S21,Android,Organic,0
1223,39,Male,Xiaomi Note 11,Android,nan,1
1224,38,Male,Huawei P50,Android,nan,0
1225,44,Male,Samsung S23,Android,Organic,0
1226,48,Male,Xiaomi Note 11,Android,Paid Ads,0
1227,23,Male,Samsung S21,Android,Organic,0
1228,44,Male,Samsung S23,Android,Organic,1
1229,57,Male,Samsung S21,Android,Paid Ads,0
1230,51,Male,Xiaomi Note 11,Android,Organic,0
1231,29,Female,nan,Android,Organic,1
1232,24,Male,Huawei P50,Android,Referral,0
1233,27,Female,iPhone 14,iOS,Organic,0
1234,34,Female,Xiaomi Note 11,Android,Organic,0
1235,43,Male,iPhone 12,iOS,Paid Ads,0
1236,38,Male,Samsung S21,Android,Organic,0
1237,45,Male,iPhone 14,iOS,Organic,1
1238,19,Female,Samsung S21,Android,Organic,0
1239,18,Male,Xiaomi Note 11,Android,Organic,1
1240,53,Male,Samsung S23,Android,Organic,0
1241,43,Male,Huawei P50,Android,Organic,0
1242,46,Female,Samsung S21,Android,Paid Ads,1
1243,38,Male,Samsung S21,Android,nan,0
1244,28,Female,Samsung S21,Android,Organic,0
1245,57,Female,Samsung S21,Android,Paid Ads,0
1246,28,Female,nan,Android,Organic,0
1247,53,Female,Samsung S21,Android,Referral,1
1248,56,Female,Huawei P50,Android,Referral,0
1249,57,Female,Samsung S21,Android,Paid Ads,0
1250,52,Female,Samsung S21,Android,Organic,1
1251,51,Male,iPhone 14,iOS,Organic,0
1252,41,Male,Huawei P50,Android,Organic,1
1253,39,Female,iPhone 12,iOS,nan,0
1254,22,Female,nan,Android,Organic,1
1255,50,Female,Samsung S23,Android,Organic,1
1256,53,Female,Samsung S21,Android,Organic,0
1257,37,Female,Xiaomi Note 11,Android,Organic,0
1258,36,Male,iPhone 14,iOS,Paid Ads,1
1259,52,Female,iPhone 12,iOS,Paid Ads,0
1260,34,Male,Huawei P50,Android,Organic,0
1261,51,nan,Samsung S23,Android,Organic,0
1262,26,Female,Samsung S23,Android,Organic,0
1263,43,Female,iPhone 14,iOS,Organic,1
1264,19,Male,iPhone 12,iOS,nan,0
1265,26,Male,Samsung S21,Android,Paid Ads,1
1266,26,Male,Samsung S23,Android,Referral,1
1267,57,Female,Google Pixel 7,Android,Organic,1
1268,34,Female,Samsung S23,Android,Referral,0
1269,18,Male,Google Pixel 7,Android,Organic,1
1270,42,Female,iPhone 14,iOS,Paid Ads,0
1271,57,Female,iPhone 12,iOS,Organic,0
1272,59,Male,iPhone 14,iOS,Paid Ads,0
1273,42,Male,Google Pixel 7,Android,Organic,1
1274,56,Female,Google Pixel 7,Android,Paid Ads,0
1275,52,Female,iPhone 14,iOS,Referral,0
1276,20,Female,iPhone 12,iOS,Paid Ads,0
1277,54,Female,Xiaomi Note 11,Android,nan,1
1278,47,nan,Huawei P50,Android,Organic,0
1279,55,Male,Google Pixel 7,Android,Organic,1
1280,51,Female,Samsung S21,Android,Paid Ads,0
1281,29,Male,Xiaomi Note 11,Android,Organic,0
1282,36,Male,Google Pixel 7,Android,Organic,1
1283,54,Male,Samsung S21,Android,Organic,0
1284,34,Male,Samsung S23,Android,Referral,0
1285,27,nan,Samsung S21,Android,Paid Ads,1
1286,29,Female,Samsung S21,Android,Paid Ads,0
1287,33,Male,nan,Android,Organic,0
1288,41,Female,Huawei P50,Android,Organic,0
1289,36,Female,Samsung S23,Android,Organic,1
1290,25,Female,iPhone 14,iOS,Organic,0
1291,48,Female,Google Pixel 7,Android,Organic,1
1292,38,Male,Samsung S21,Android,Referral,0
1293,34,Female,iPhone 14,iOS,Referral,1
1294,40,Female,Samsung S21,Android,Paid Ads,1
1295,54,Female,Samsung S23,Android,Organic,1
1296,33,Female,iPhone 12,iOS,Organic,1
1297,23,Female,Xiaomi Note 11,Android,Paid Ads,1
1298,25,Female,iPhone 12,iOS,Organic,0
1299,42,Female,Huawei P50,Android,Paid Ads,0
1300,35,nan,Huawei P50,Android,Referral,0
1301,42,Male,Google Pixel 7,Android,Organic,0
1302,29,Male,Samsung S23,Android,Paid Ads,0
1303,32,Male,Samsung S21,Android,Referral,1
1304,43,Female,Google Pixel 7,Android,Organic,1
1305,58,Female,Huawei P50,Android,Paid Ads,0
1306,43,Male,iPhone 14,iOS,Paid Ads,1
1307,49,nan,Samsung S23,Android,Referral,0
1308,27,Female,Samsung S21,Android,Referral,0
1309,33,Female,Samsung S21,Android,Paid Ads,1
1310,24,Male,Samsung S23,Android,Paid Ads,0
1311,34,Female,nan,Android,Organic,0
1312,40,Female,Samsung S21,Android,Paid Ads,0
1313,43,Female,Samsung S23,Android,Organic,0
1314,38,Female,nan,Android,Organic,1
1315,39,Female,Samsung S23,Android,Paid Ads,0
1316,24,Male,Huawei P50,Android,Paid Ads,0
1317,31,Female,iPhone 12,iOS,Organic,1
1318,32,Male,nan,Android,Organic,0
1319,24,Male,iPhone 14,iOS,Organic,0
1320,26,Male,nan,Android,Organic,1
1321,25,Male,iPhone 14,iOS,Organic,1
1322,40,Male,Samsung S23,Android,Organic,1
1323,46,Female,Samsung S21,Android,Paid Ads,0
1324,35,Female,Samsung S23,Android,Organic,1
1325,48,Male,Samsung S21,Android,Organic,0
1326,47,Female,nan,Android,Referral,0
1327,56,Male,Samsung S21,Android,Paid Ads,0
1328,52,Male,Xiaomi Note 11,Android,Organic,0
1329,35,Female,iPhone 14,iOS,Organic,0
1330,59,Female,Huawei P50,Android,Referral,0
1331,56,Female,Samsung S23,Android,Organic,0
1332,34,Male,nan,Android,Paid Ads,0
1333,31,Female,Samsung S23,Android,Organic,0
1334,48,Female,iPhone 14,iOS,Organic,0
1335,41,nan,Samsung S21,Android,Referral,0
1336,52,Male,Google Pixel 7,Android,Paid Ads,1
1337,51,Female,Xiaomi Note 11,Android,Organic,1
1338,20,Female,Google Pixel 7,Android,Paid Ads,0
1339,54,nan,iPhone 12,iOS,nan,1
1340,57,Male,Xiaomi Note 11,Android,Organic,1
1341,43,Female,Huawei P50,Android,Organic,1
1342,40,Male,iPhone 14,iOS,Referral,0
1343,56,Female,iPhone 12,iOS,Paid Ads,1
1344,32,Male,Google Pixel 7,Android,Referral,0
1345,21,Male,Samsung S21,Android,Paid Ads,0
1346,46,Female,Xiaomi Note 11,Android,Organic,1
1347,39,Male,Samsung S23,Android,Organic,1
1348,42,Male,nan,nan,Organic,1
1349,30,Male,Huawei P50,Android,Paid Ads,1
1350,35,Male,Xiaomi Note 11,Android,Organic,0
1351,50,Female,Samsung S21,Android,Paid Ads,1
1352,33,Female,Samsung S21,Android,Organic,0
1353,59,Female,Huawei P50,Android,Organic,0
1354,19,Male,Xiaomi Note 11,Android,Organic,0
1355,52,Female,Google Pixel 7,Android,Organic,0
1356,59,Female,Samsung S23,Android,Paid Ads,0
1357,51,Female,iPhone 14,iOS,Paid Ads,0
1358,47,Female,Samsung S21,Android,Organic,0
1359,30,Female,iPhone 14,iOS,Organic,0
1360,30,Female,Google Pixel 7,Android,Organic,0
1361,35,Male,Google Pixel 7,Android,Paid Ads,0
1362,49,Male,iPhone 12,iOS,Paid Ads,1
1363,49,Female,Xiaomi Note 11,Android,Organic,1
1364,52,Female,Huawei P50,Android,Organic,1
1365,56,Male,Xiaomi Note 11,Android,Paid Ads,0
1366,46,Male,Samsung S23,Android,Paid Ads,0
1367,46,Female,Samsung S21,Android,Paid Ads,1
1368,33,Female,Huawei P50,Android,Organic,0
1369,27,Male,Samsung S23,Android,Paid Ads,0
1370,47,Male,Huawei P50,Android,Organic,0
1371,42,Female,Google Pixel 7,Android,Organic,1
1372,56,Female,Huawei P50,Android,Organic,0
1373,37,Male,nan,Android,Referral,0
1374,22,Female,Google Pixel 7,Android,Paid Ads,1
1375,18,Female,iPhone 12,iOS,Organic,0
1376,47,Female,Samsung S21,Android,Referral,1
1377,20,nan,iPhone 12,iOS,Paid Ads,0
1378,31,Female,iPhone 14,iOS,Organic,0
1379,47,Male,iPhone 12,iOS,nan,1
1380,21,Male,Samsung S23,Android,Organic,1
1381,35,Male,iPhone 12,iOS,Organic,1
1382,54,Male,Samsung S23,Android,Paid Ads,1
1383,42,Male,Huawei P50,Android,Paid Ads,0
1384,18,Male,Google Pixel 7,Android,Organic,1
1385,32,Female,Huawei P50,Android,Referral,1
1386,26,Female,Samsung S21,Android,Paid Ads,0
1387,32,Female,Samsung S23,Android,Referral,0
1388,41,Female,Samsung S21,Android,Organic,0
1389,21,Male,Samsung S23,Android,Paid Ads,1
1390,29,Male,Xiaomi Note 11,Android,Organic,1
1391,54,Male,iPhone 12,iOS,Organic,0
1392,54,Female,Samsung S21,Android,Organic,1
1393,23,Male,Google Pixel 7,Android,Organic,1
1394,56,Female,Google Pixel 7,Android,Organic,0
1395,41,Female,Xiaomi Note 11,Android,Organic,0
1396,28,Male,Samsung S21,Android,Organic,1
1397,30,Male,Samsung S23,Android,Organic,0
1398,51,Female,iPhone 12,iOS,Organic,0
1399,42,Female,nan,Android,Paid Ads,0
1400,24,Female,Huawei P50,Android,Organic,0
1401,21,Male,iPhone 12,iOS,Organic,1
1402,25,Female,iPhone 14,iOS,Organic,0
1403,37,Male,Xiaomi Note 11,Android,Paid Ads,1
1404,46,nan,Samsung S21,Android,Paid Ads,0
1405,27,Female,Huawei P50,Android,Organic,0
1406,51,Female,Google Pixel 7,Android,nan,1
1407,43,Male,Samsung S21,Android,Paid Ads,0
1408,58,Female,iPhone 12,iOS,Organic,1
1409,20,Male,Google Pixel 7,Android,Referral,0
1410,23,Male,Samsung S23,Android,Referral,0
1411,22,Male,Xiaomi Note 11,Android,Paid Ads,1
1412,22,Female,Samsung S21,Android,Referral,0
1413,40,Female,iPhone 14,iOS,Organic,1
1414,26,Male,Xiaomi Note 11,nan,Referral,1
1415,52,Female,Samsung S23,Android,Organic,1
1416,37,Male,Samsung S21,nan,Paid Ads,0
1417,59,Male,iPhone 14,iOS,Organic,0
1418,52,Male,Xiaomi Note 11,Android,Organic,1
1419,35,Female,Google Pixel 7,Android,Referral,0
1420,34,Female,Samsung S21,Android,Organic,1
1421,41,Female,Google Pixel 7,Android,Referral,0
1422,20,Female,iPhone 14,iOS,Organic,0
1423,49,Male,Samsung S21,Android,Paid Ads,1
1424,52,Female,Google Pixel 7,Android,Organic,0
1425,55,Male,Xiaomi Note 11,Android,Paid Ads,0
1426,30,Female,Samsung S21,Android,Paid Ads,1
1427,42,Female,iPhone 14,iOS,Paid Ads,1
1428,26,Female,iPhone 12,iOS,Organic,0
1429,21,Female,Huawei P50,Android,Organic,1
1430,31,Female,iPhone 12,iOS,Organic,0
1431,54,Male,iPhone 14,iOS,Referral,0
1432,51,Female,Samsung S21,Android,Paid Ads,0
1433,28,Male,Samsung S23,Android,Paid Ads,0
1434,58,Male,Google Pixel 7,Android,Organic,1
1435,20,Female,Samsung S21,Android,Organic,0
1436,45,Female,Samsung S23,Android,Paid Ads,0
1437,46,Male,iPhone 12,iOS,Organic,1
1438,26,Female,Samsung S23,Android,Organic,1
1439,20,nan,iPhone 14,iOS,Organic,0
1440,42,Female,Samsung S21,Android,Paid Ads,0
1441,51,Female,Samsung S21,Android,Paid Ads,0
1442,29,Female,Google Pixel 7,Android,Organic,1
1443,59,Male,Google Pixel 7,Android,Organic,1
1444,26,Female,Samsung S23,Android,Organic,0
1445,32,Female,iPhone 14,iOS,Organic,1
1446,57,Female,Samsung S21,Android,Paid Ads,0
1447,42,Female,Samsung S23,Android,Organic,1
1448,22,Male,Huawei P50,Android,Organic,0
1449,28,Male,nan,Android,Paid Ads,1
1450,51,Male,Xiaomi Note 11,Android,Referral,1
1451,41,Male,Samsung S21,Android,Organic,1
1452,32,Male,Xiaomi Note 11,Android,Organic,0
1453,55,Male,Samsung S21,Android,Organic,1
1454,25,Female,Xiaomi Note 11,Android,Organic,0
1455,22,Female,Samsung S21,nan,Paid Ads,0
1456,43,Female,Samsung S21,Android,Paid Ads,1
1457,35,Female,iPhone 12,iOS,Organic,1
1458,23,Male,Samsung S23,Android,Organic,0
1459,54,Male,Xiaomi Note 11,Android,Organic,0
1460,30,Female,Google Pixel 7,Android,Organic,0
1461,45,Female,Huawei P50,Android,Referral,0
1462,22,Female,nan,Android,Organic,0
1463,30,Male,iPhone 12,iOS,Paid Ads,1
1464,34,Male,Samsung S23,Android,Organic,1
1465,57,Female,Samsung S23,Android,Referral,1
1466,49,Female,Huawei P50,Android,Paid Ads,1
1467,46,Female,Samsung S21,Android,Organic,1
1468,20,Female,iPhone 12,iOS,Organic,1
1469,57,Female,Samsung S21,Android,Paid Ads,0
1470,51,Female,nan,Android,Organic,0
1471,57,Female,Huawei P50,Android,Referral,0
1472,44,Female,Samsung S21,Android,Organic,0
1473,30,Female,Huawei P50,Android,Paid Ads,0
1474,50,Female,iPhone 12,iOS,Paid Ads,1
1475,23,Female,Samsung S21,Android,Organic,0
1476,41,Male,Google Pixel 7,Android,Organic,1
1477,36,Female,Samsung S21,Android,Organic,1
1478,33,Female,iPhone 14,iOS,Paid Ads,0
1479,57,Male,Huawei P50,Android,Referral,0
1480,45,Female,Xiaomi Note 11,Android,Referral,0
1481,50,Male,nan,Android,Organic,1
1482,58,Female,iPhone 14,iOS,Paid Ads,1
1483,30,Female,Samsung S21,Android,Organic,0
1484,42,Male,Samsung S21,Android,Organic,0
1485,59,Male,Huawei P50,Android,Organic,1
1486,53,Female,Samsung S21,Android,Organic,0
1487,44,Female,Samsung S21,Android,Referral,1
1488,55,Male,iPhone 14,iOS,Paid Ads,0
1489,24,Female,Google Pixel 7,Android,Organic,1
1490,22,Female,Samsung S21,Android,Organic,1
1491,48,Female,iPhone 12,iOS,Organic,1
1492,40,Male,Samsung S23,Android,Paid Ads,0
1493,59,Female,Samsung S21,Android,Paid Ads,0
1494,27,Male,iPhone 14,iOS,Paid Ads,0
1495,49,Female,iPhone 14,iOS,Referral,1
1496,47,Female,Huawei P50,Android,Organic,1
1497,56,Male,iPhone 12,iOS,Paid Ads,1
1498,48,Female,iPhone 12,iOS,Referral,1
1499,35,Male,Samsung S21,Android,Paid Ads,1
1500,53,Female,nan,Android,Organic,0
1501,19,Female,iPhone 12,iOS,Organic,0
1502,31,Female,Huawei P50,Android,Paid Ads,0
1503,30,Female,Huawei P50,Android,Paid Ads,0
1504,46,Female,Samsung S21,Android,Paid Ads,1
1505,29,Female,Samsung S21,Android,Paid Ads,1
1506,56,Female,Xiaomi Note 11,Android,Referral,0
1507,19,Male,Google Pixel 7,Android,Paid Ads,0
1508,49,Female,Google Pixel 7,Android,Referral,1
1509,30,Female,Huawei P50,Android,Paid Ads,1
1510,44,Male,Samsung S21,Android,Paid Ads,0
1511,58,Male,Xiaomi Note 11,Android,nan,0
1512,34,Male,iPhone 14,iOS,Referral,0
1513,57,Male,Samsung S23,Android,Paid Ads,1
1514,48,Male,Xiaomi Note 11,Android,Paid Ads,1
1515,51,Female,iPhone 14,iOS,Organic,1
1516,41,Female,iPhone 12,iOS,Paid Ads,1
1517,52,Female,iPhone 14,iOS,Organic,1
1518,23,Male,Samsung S23,Android,Organic,1
1519,36,Female,Huawei P50,Android,Organic,0
1520,47,Female,Samsung S23,Android,Paid Ads,1
1521,24,Female,Google Pixel 7,Android,Referral,0
1522,27,Female,iPhone 14,iOS,Organic,0
1523,58,Male,iPhone 14,iOS,Organic,1
1524,49,nan,Samsung S21,Android,Referral,0
1525,51,Female,Samsung S21,Android,Paid Ads,1
1526,45,Male,Samsung S23,Android,Paid Ads,0
1527,32,Male,Huawei P50,Android,Paid Ads,0
1528,47,Male,Samsung S23,Android,Organic,1
1529,54,Male,Samsung S23,Android,Organic,1
1530,46,Male,iPhone 12,iOS,Referral,1
1531,39,Female,iPhone 12,iOS,Paid Ads,1
1532,21,Female,iPhone 12,iOS,Organic,0
1533,37,Female,Xiaomi Note 11,Android,Organic,0
1534,49,Female,Samsung S23,Android,Paid Ads,0
1535,53,Female,iPhone 14,iOS,Organic,0
1536,21,Female,Xiaomi Note 11,nan,Organic,0
1537,44,nan,Samsung S23,Android,Organic,1
1538,34,Male,iPhone 12,iOS,Organic,1
1539,29,Female,Xiaomi Note 11,Android,Paid Ads,1
1540,39,Female,Google Pixel 7,Android,Referral,1
1541,34,Male,Samsung S21,Android,Organic,0
1542,27,Female,Xiaomi Note 11,Android,Organic,1
1543,18,Female,iPhone 14,iOS,Organic,1
1544,39,Female,Google Pixel 7,Android,Referral,1
1545,43,Male,Huawei P50,Android,Paid Ads,0
1546,35,Female,Samsung S23,Android,Organic,0
1547,31,Male,Samsung S21,Android,Referral,0
1548,46,Male,Samsung S21,Android,Paid Ads,0
1549,29,Male,Samsung S21,nan,Organic,0
1550,53,Female,iPhone 12,iOS,Referral,1
1551,52,Female,Xiaomi Note 11,Android,Organic,1
1552,29,Male,iPhone 12,iOS,Organic,0
1553,24,Female,Samsung S21,Android,Paid Ads,0
1554,46,Male,Google Pixel 7,Android,nan,0
1555,28,Male,Xiaomi Note 11,nan,nan,0
1556,50,Female,iPhone 12,iOS,Paid Ads,1
1557,23,Male,Xiaomi Note 11,Android,Organic,1
1558,32,Female,Huawei P50,nan,Referral,1
1559,49,Male,iPhone 12,iOS,Organic,1
1560,28,Male,Samsung S23,Android,Paid Ads,1
1561,40,Female,Google Pixel 7,Android,Organic,1
1562,43,Female,Xiaomi Note 11,Android,Paid Ads,0
1563,51,Male,Samsung S21,Android,Organic,0
1564,51,Female,iPhone 14,iOS,Paid Ads,1
1565,46,Female,Google Pixel 7,Android,Organic,0
1566,21,Female,nan,Android,Organic,0
1567,34,Male,Google Pixel 7,nan,Paid Ads,0
1568,52,Female,nan,Android,Organic,1
1569,30,Female,Xiaomi Note 11,Android,Paid Ads,1
1570,58,Male,Huawei P50,Android,Referral,1
1571,56,Female,Xiaomi Note 11,Android,Organic,1
1572,32,Female,Huawei P50,Android,Organic,1
1573,46,Female,iPhone 14,iOS,Referral,0
1574,46,Female,Huawei P50,Android,Referral,0
1575,28,Female,iPhone 14,iOS,nan,0
1576,49,Female,iPhone 12,iOS,Referral,0
1577,19,Female,Samsung S23,Android,Organic,0
1578,31,Female,Samsung S21,Android,Organic,0
1579,37,Female,iPhone 12,iOS,Organic,0
1580,39,Male,nan,Android,Organic,0
1581,28,Male,Xiaomi Note 11,Android,Organic,0
1582,44,Female,Huawei P50,Android,Referral,0
1583,20,Male,nan,Android,Paid Ads,0
1584,34,Female,Samsung S21,Android,Organic,0
1585,45,Female,Samsung S21,Android,Paid Ads,1
1586,46,Female,iPhone 14,iOS,Organic,0
1587,38,nan,Samsung S23,Android,Organic,0
1588,33,Female,Xiaomi Note 11,Android,Organic,0
1589,54,Male,Samsung S23,Android,Paid Ads,0
1590,37,Female,Samsung S21,Android,Paid Ads,1
1591,23,Male,iPhone 14,iOS,Organic,0
1592,36,Male,Samsung S23,Android,Paid Ads,1
1593,22,Male,iPhone 12,iOS,Organic,0
1594,20,Male,Huawei P50,Android,Organic,0
1595,18,Male,iPhone 12,iOS,Organic,0
1596,55,Male,Samsung S21,Android,Organic,1
1597,32,Female,iPhone 14,iOS,Organic,0
1598,51,Female,Google Pixel 7,Android,Paid Ads,0
1599,52,Male,Samsung S21,Android,Organic,0
1600,42,Male,iPhone 14,iOS,Organic,0
1601,41,Female,Samsung S23,Android,Referral,0
1602,29,Female,Huawei P50,Android,Organic,0
1603,35,Female,Huawei P50,Android,Paid Ads,0
1604,32,Male,Samsung S21,Android,Paid Ads,0
1605,33,Female,Google Pixel 7,Android,Organic,0
1606,44,Female,iPhone 12,iOS,Organic,0
1607,25,Female,iPhone 14,iOS,Organic,0
1608,42,Male,Samsung S23,Android,Paid Ads,0
1609,34,Male,Samsung S21,Android,Organic,0
1610,46,Male,Google Pixel 7,Android,Organic,0
1611,25,Male,Huawei P50,Android,Referral,1
1612,32,Female,iPhone 12,iOS,Paid Ads,0
1613,44,Female,Samsung S21,Android,nan,0
1614,24,Female,Samsung S23,Android,Paid Ads,1
1615,20,Female,Xiaomi Note 11,Android,Organic,0
1616,46,Female,Huawei P50,Android,Organic,0
1617,41,Male,Huawei P50,Android,Referral,1
1618,20,nan,Xiaomi Note 11,Android,Organic,1
1619,37,Female,Samsung S21,Android,Paid Ads,0
1620,32,Male,Google Pixel 7,Android,Organic,1
1621,42,Male,Samsung S21,Android,Referral,0
1622,47,Female,nan,Android,Paid Ads,1
1623,31,Female,iPhone 12,iOS,Organic,0
1624,24,Male,Xiaomi Note 11,Android,Referral,0
1625,34,Female,iPhone 12,iOS,Organic,0
1626,37,Female,Samsung S23,Android,Organic,0
1627,53,Female,Xiaomi Note 11,Android,Paid Ads,1
1628,26,Male,Xiaomi Note 11,Android,Referral,0
1629,55,Male,Google Pixel 7,Android,Organic,0
1630,39,Female,Xiaomi Note 11,Android,Referral,0
1631,19,Female,Samsung S21,Android,Organic,0
1632,41,Male,Huawei P50,Android,Organic,0
1633,25,Male,Huawei P50,Android,Organic,0
1634,28,Male,iPhone 14,iOS,Paid Ads,0
1635,30,Male,Huawei P50,Android,Organic,1
1636,34,Female,nan,Android,Organic,0
1637,25,nan,Xiaomi Note 11,Android,nan,1
1638,38,Male,Samsung S21,Android,Organic,0
1639,35,Male,Xiaomi Note 11,Android,Organic,0
1640,47,Female,Samsung S21,Android,Paid Ads,0
1641,35,Male,Xiaomi Note 11,Android,Organic,0
1642,48,Female,Samsung S23,Android,Organic,0
1643,55,Female,Huawei P50,Android,Paid Ads,0
1644,49,Female,Xiaomi Note 11,nan,Paid Ads,0
1645,28,Male,Samsung S21,Android,Referral,1
1646,42,Male,Google Pixel 7,Android,Organic,0
1647,50,Female,Samsung S21,Android,Referral,0
1648,55,Male,Samsung S21,Android,Paid Ads,0
1649,58,Male,Samsung S21,Android,Paid Ads,1
1650,25,Female,iPhone 12,iOS,Organic,0
1651,28,Female,nan,Android,Paid Ads,0
1652,39,Female,Samsung S23,Android,Paid Ads,0
1653,41,Male,Google Pixel 7,Android,Paid Ads,1
1654,58,Female,Samsung S21,Android,Paid Ads,0
1655,34,Female,Google Pixel 7,Android,Paid Ads,0
1656,29,Male,Xiaomi Note 11,Android,Paid Ads,0
1657,49,Female,Samsung S23,Android,Paid Ads,0
1658,32,Male,nan,Android,Organic,0
1659,33,Male,Samsung S23,Android,Organic,0
1660,39,Male,Xiaomi Note 11,Android,Referral,1
1661,45,Female,iPhone 12,nan,nan,0
1662,37,Female,Samsung S21,Android,Organic,0
1663,50,Male,Huawei P50,Android,nan,0
1664,27,Male,Google Pixel 7,Android,Organic,0
1665,57,Male,Samsung S23,Android,Organic,1
1666,49,Male,Huawei P50,Android,Paid Ads,0
1667,50,Male,Samsung S23,Android,Referral,1
1668,19,Male,Xiaomi Note 11,Android,Paid Ads,0
1669,50,Male,Samsung S21,Android,Organic,0
1670,50,Female,Xiaomi Note 11,Android,Organic,1
1671,58,Female,Samsung S21,Android,Paid Ads,1
1672,30,Female,Samsung S21,Android,Referral,0
1673,47,Male,nan,Android,Organic,0
1674,50,Male,iPhone 14,iOS,Organic,1
1675,30,Male,iPhone 14,iOS,nan,1
1676,43,Male,iPhone 12,iOS,Organic,0
1677,39,Male,Samsung S21,Android,Organic,1
1678,56,Female,Samsung S21,Android,Referral,0
1679,19,Female,iPhone 12,iOS,Organic,0
1680,55,Male,Samsung S23,Android,Organic,0
1681,56,Male,Xiaomi Note 11,Android,Organic,0
1682,43,Female,Google Pixel 7,Android,Organic,1
1683,32,Male,nan,Android,Paid Ads,0
1684,51,Female,Xiaomi Note 11,Android,Paid Ads,0
1685,59,nan,iPhone 14,iOS,Organic,1
1686,57,nan,iPhone 12,iOS,Paid Ads,0
1687,28,Male,Google Pixel 7,Android,Organic,0
1688,20,Male,Xiaomi Note 11,nan,Paid Ads,1
1689,23,Male,iPhone 14,iOS,Organic,0
1690,26,Female,Samsung S21,Android,Organic,1
1691,23,Female,Google Pixel 7,Android,Referral,0
1692,26,Female,Xiaomi Note 11,Android,Organic,1
1693,56,Female,Xiaomi Note 11,Android,Organic,1
1694,48,Female,Samsung S21,Android,Organic,0
1695,49,Female,Xiaomi Note 11,Android,Organic,1
1696,58,Female,Google Pixel 7,Android,Organic,0
1697,29,Female,Huawei P50,Android,Organic,0
1698,25,Female,Google Pixel 7,Android,Referral,0
1699,25,Male,Xiaomi Note 11,Android,Paid Ads,1
1700,45,Female,Xiaomi Note 11,Android,Organic,1
1701,37,Male,Samsung S23,Android,Organic,0
1702,24,Male,Samsung S21,Android,Organic,0
1703,28,Female,Huawei P50,Android,Organic,0
1704,37,Female,Samsung S23,Android,Organic,0
1705,33,Female,Xiaomi Note 11,Android,Referral,0
1706,21,Male,nan,Android,Organic,0
1707,23,Female,nan,Android,Organic,0
1708,39,Male,Xiaomi Note 11,Android,Organic,0
1709,43,Female,iPhone 12,iOS,Paid Ads,0
1710,20,Male,Samsung S21,Android,Paid Ads,0
1711,58,Female,Huawei P50,Android,nan,1
1712,59,Female,Samsung S21,Android,Organic,0
1713,31,Male,nan,Android,Organic,0
1714,28,Female,iPhone 12,iOS,Organic,0
1715,35,Female,Xiaomi Note 11,Android,Organic,1
1716,29,Male,Samsung S23,Android,Referral,0
1717,40,Male,Samsung S21,Android,Organic,0
1718,29,Male,Huawei P50,Android,Paid Ads,1
1719,30,Male,Xiaomi Note 11,Android,Organic,0
1720,42,Female,Samsung S21,Android,Paid Ads,0
